period,risk_grade,eligible_accounts,excluded_immature_accounts,bad_events,observed_bad_rate_matured,mean_pd_matured,calibration_gap_matured,oe_ratio_matured,outcome_window,eligibility_status,data_layer,data_status,source_project,source_version,claim_boundary,as_of_period
2009-01,D - High,51,0,12,0.23529411764705882,0.2266474968249372,0.008646620822121615,1.0381500830287143,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-01
2009-01,E - Very High,19,0,7,0.3684210526315789,0.2932056479051532,0.07521540472642574,1.2565278167859733,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-01
2009-02,A - Low,66,0,2,0.030303030303030304,0.08523193182731727,-0.05492890152428696,0.3555361195429109,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-02
2009-02,B - Moderate,81,0,7,0.08641975308641975,0.13845275768293258,-0.05203300459651283,0.6241822447793175,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-02
2009-02,C - Watch,69,0,15,0.21739130434782608,0.1837478944961806,0.03364340985164549,1.1830954849517734,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-02
2009-02,D - High,64,0,11,0.171875,0.22972217984767224,-0.057847179847672237,0.7481863532462105,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-02
2009-02,E - Very High,22,0,6,0.2727272727272727,0.27905916010607634,-0.006331887378803636,0.9773098744495728,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-02
2009-03,A - Low,78,0,9,0.11538461538461539,0.08523193182731725,0.030152683557298138,1.3537721474903148,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-03
2009-03,B - Moderate,76,0,13,0.17105263157894737,0.13714102513304513,0.03391160644590224,1.2472754335400618,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-03
2009-03,C - Watch,86,0,7,0.08139534883720931,0.1826591660099396,-0.10126381717273028,0.445613273153673,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-03
2009-03,D - High,68,0,8,0.11764705882352941,0.22722337263124784,-0.10957631380771843,0.5177594956943727,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-03
2009-03,E - Very High,16,0,4,0.25,0.30122685232731017,-0.05122685232731017,0.8299392901677717,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-03
2009-04,A - Low,95,0,12,0.12631578947368421,0.08523193182731727,0.04108385764636695,1.4820242456736075,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-04
2009-04,B - Moderate,88,0,7,0.07954545454545454,0.13718624573933594,-0.057640791193881394,0.5798354938336663,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-04
2009-04,C - Watch,70,0,11,0.15714285714285714,0.18157804134169778,-0.024435184198840637,0.8654287488823721,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-04
2009-04,D - High,62,0,15,0.24193548387096775,0.23073341652085766,0.01120206735011009,1.0485498265445112,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-04
2009-04,E - Very High,18,0,4,0.2222222222222222,0.30122685232731017,-0.07900463010508796,0.7377238134824637,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-04
2009-05,A - Low,87,0,12,0.13793103448275862,0.08523193182731725,0.052699102655441366,1.6183023372298015,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-05
2009-05,B - Moderate,118,0,9,0.07627118644067797,0.13693868208116763,-0.06066749564048966,0.5569732765170747,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-05
2009-05,C - Watch,81,0,15,0.18518518518518517,0.1846812041285558,0.0005039810566293823,1.0027289244674762,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-05
2009-05,D - High,59,0,13,0.22033898305084745,0.22727961281443904,-0.006940629763591583,0.9694621542264849,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-05
2009-05,E - Very High,14,0,2,0.14285714285714285,0.29251811609753975,-0.1496609732403969,0.4883702410058847,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-05
2009-06,A - Low,111,0,9,0.08108108108108109,0.08523193182731731,-0.004150850746236223,0.9512993468850854,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-06
2009-06,B - Moderate,110,0,10,0.09090909090909091,0.13790796661573723,-0.04699887570664632,0.6592011552341814,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-06
2009-06,C - Watch,100,0,14,0.14,0.1837201520814201,-0.04372015208142008,0.7620285440323149,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-06
2009-06,D - High,67,0,21,0.31343283582089554,0.2260103230430644,0.08742251277783114,1.3868076094965516,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-06
2009-06,E - Very High,18,0,4,0.2222222222222222,0.284293198547201,-0.062070976324978766,0.7816656302641966,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-06
2009-07,A - Low,99,0,11,0.1111111111111111,0.0852319318273173,0.02587917928379381,1.303632438324006,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-07
2009-07,B - Moderate,133,0,17,0.12781954887218044,0.13765266399279258,-0.009833115120612135,0.9285657477640462,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-07
2009-07,C - Watch,94,0,15,0.1595744680851064,0.18509812372521608,-0.025523655640109694,0.8621074318505769,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-07
2009-07,D - High,57,0,11,0.19298245614035087,0.2298439716909724,-0.03686151555062153,0.8396237444061303,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-07
2009-07,E - Very High,28,0,4,0.14285714285714285,0.2881637479826545,-0.14530660512551163,0.49574987782898317,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-07
2009-08,A - Low,124,0,7,0.056451612903225805,0.08523193182731731,-0.028780318924091504,0.6623293839871965,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-08
2009-08,B - Moderate,132,0,14,0.10606060606060606,0.13689984856616083,-0.030839242505554768,0.7747313614401056,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-08
2009-08,C - Watch,87,0,19,0.21839080459770116,0.1834927918317161,0.03489801276598506,1.1901873769406186,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-08
2009-08,D - High,85,0,6,0.07058823529411765,0.2249789153273766,-0.15439068003325895,0.3137548920591142,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-08
2009-08,E - Very High,18,0,4,0.2222222222222222,0.2978401215712883,-0.0756178993490661,0.7461124480136002,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-08
2009-09,A - Low,123,0,11,0.08943089430894309,0.08523193182731731,0.0041989624816257815,1.0492651332851755,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-09
2009-09,B - Moderate,166,0,15,0.09036144578313253,0.13700198538936545,-0.04664053960623292,0.6595630386400713,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-09
2009-09,C - Watch,104,0,18,0.17307692307692307,0.18202066242335066,-0.008943739346427587,0.9508641534023984,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-09
2009-09,D - High,90,0,17,0.18888888888888888,0.22390615087049312,-0.035017261981604236,0.843607413885391,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-09
2009-09,E - Very High,24,0,5,0.20833333333333334,0.2859865639252119,-0.07765323059187854,0.7284724515513058,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-09
2009-10,A - Low,156,0,21,0.1346153846153846,0.08523193182731727,0.04938345278806734,1.5794008387387002,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-10
2009-10,B - Moderate,181,0,34,0.1878453038674033,0.13702010373279788,0.050825200134605425,1.3709324307162938,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-10
2009-10,C - Watch,120,0,11,0.09166666666666666,0.1840657763319781,-0.09239910966531144,0.4980103770151064,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-10
2009-10,D - High,108,0,23,0.21296296296296297,0.22833452522645578,-0.015371562263492816,0.9326796407672132,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-10
2009-10,E - Very High,39,0,11,0.28205128205128205,0.28950355355646534,-0.007452271505183294,0.9742584454883736,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-10
2009-11,A - Low,174,0,18,0.10344827586206896,0.08523193182731727,0.018216344034751697,1.213726752922351,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-11
2009-11,B - Moderate,189,0,23,0.12169312169312169,0.13741263588575056,-0.015719514192628875,0.88560357574613,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-11
2009-11,C - Watch,145,0,29,0.2,0.1854363552566048,0.014563644743395221,1.0785371602199698,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-11
2009-11,D - High,117,0,21,0.1794871794871795,0.2283447196396838,-0.04885754015250432,0.7860360413431106,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-11
2009-11,E - Very High,37,0,6,0.16216216216216217,0.298755454208051,-0.13659329204588883,0.5427923068116899,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-11
2009-12,A - Low,180,0,9,0.05,0.08523193182731727,-0.035231931827317264,0.586634597245803,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-12
2009-12,B - Moderate,189,0,20,0.10582010582010581,0.13677256093363857,-0.030952455113532756,0.7736939712012064,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-12
2009-12,C - Watch,144,0,20,0.1388888888888889,0.18340111431167416,-0.04451222542278527,0.7572957744022175,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-12
2009-12,D - High,110,0,17,0.15454545454545454,0.23005587905056335,-0.07551042450510881,0.6717735499012717,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-12
2009-12,E - Very High,35,0,5,0.14285714285714285,0.2829385062447922,-0.14008136338764937,0.5049052698876765,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2009-12
2010-01,A - Low,183,0,16,0.08743169398907104,0.08523193182731728,0.002199762161753757,1.0258091317959395,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-01
2010-01,B - Moderate,199,0,24,0.12060301507537688,0.13747897531231995,-0.01687596023694307,0.8772469739565278,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-01
2010-01,C - Watch,132,0,27,0.20454545454545456,0.18424704779206097,0.02029840675339359,1.1101695088015855,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-01
2010-01,D - High,117,0,22,0.18803418803418803,0.22822153909829496,-0.040187351064106924,0.8239107876369275,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-01
2010-01,E - Very High,31,0,3,0.0967741935483871,0.29237765260996273,-0.19560345906157564,0.3309903909704265,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-01
2010-02,A - Low,147,0,9,0.061224489795918366,0.08523193182731727,-0.0240074420313989,0.7183280782601669,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-02
2010-02,B - Moderate,226,0,20,0.08849557522123894,0.13639092332391692,-0.04789534810267798,0.6488377163564574,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-02
2010-02,C - Watch,145,0,20,0.13793103448275862,0.1834561208236993,-0.045525086340940685,0.7518475473233726,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-02
2010-02,D - High,126,0,19,0.15079365079365079,0.22614242304400964,-0.07534877225035885,0.666808327088212,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-02
2010-02,E - Very High,38,0,7,0.18421052631578946,0.2916014070207218,-0.10739088070493233,0.6317202931147006,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-02
2010-03,A - Low,191,0,14,0.07329842931937172,0.0852319318273173,-0.011933502507945573,0.8599878912503914,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-03
2010-03,B - Moderate,222,0,16,0.07207207207207207,0.13641684360383305,-0.06434477153176098,0.5283223843045067,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-03
2010-03,C - Watch,190,0,22,0.11578947368421053,0.18298132777253484,-0.06719185408832432,0.6327939309094374,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-03
2010-03,D - High,175,0,29,0.1657142857142857,0.22535294622228927,-0.059638660508003566,0.7353544228830463,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-03
2010-03,E - Very High,50,0,6,0.12,0.2853769523891279,-0.16537695238912792,0.420496466149001,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-03
2010-04,A - Low,206,0,11,0.05339805825242718,0.0852319318273173,-0.03183387357489011,0.6265029679324107,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-04
2010-04,B - Moderate,266,0,23,0.08646616541353383,0.13645883998671524,-0.049992674573181406,0.6336428290168056,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-04
2010-04,C - Watch,229,0,28,0.1222707423580786,0.1826000369422249,-0.060329294584146306,0.6696096255268851,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-04
2010-04,D - High,167,0,29,0.17365269461077845,0.22858077798302398,-0.05492808337224553,0.7596994644216108,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-04
2010-04,E - Very High,44,0,10,0.22727272727272727,0.29429944850817463,-0.06702672123544737,0.7722499257976503,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-04
2010-05,A - Low,225,0,12,0.05333333333333334,0.0852319318273173,-0.03189859849398396,0.625743570395523,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-05
2010-05,B - Moderate,275,0,30,0.10909090909090909,0.13672571908487038,-0.0276348099939613,0.7978814068126611,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-05
2010-05,C - Watch,243,0,52,0.2139917695473251,0.18363087402239656,0.030360895524928544,1.1653365518547039,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-05
2010-05,D - High,191,0,36,0.18848167539267016,0.22385267006121315,-0.03537099466854299,0.8419898468985396,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-05
2010-05,E - Very High,55,0,14,0.2545454545454545,0.29291396774434747,-0.03836851319889295,0.8690109812981652,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-05
2010-06,A - Low,241,0,20,0.08298755186721991,0.0852319318273173,-0.0022443799600973813,0.9736673813208344,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-06
2010-06,B - Moderate,338,0,51,0.15088757396449703,0.13712218767338316,0.013765386291113874,1.1003877382987952,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-06
2010-06,C - Watch,248,0,52,0.20967741935483872,0.18385136922865428,0.02582605012618444,1.1404724383317746,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-06
2010-06,D - High,207,0,49,0.23671497584541062,0.22528128477644277,0.011433691068967855,1.0507529557118518,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-06
2010-06,E - Very High,71,0,24,0.3380281690140845,0.2862012158745371,0.05182695313954738,1.181085719643717,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-06
2010-07,A - Low,296,0,21,0.07094594594594594,0.08523193182731728,-0.014285985881371338,0.83238692852445,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-07
2010-07,B - Moderate,358,0,42,0.11731843575418995,0.13746560298199728,-0.020147167227807336,0.8534384835859932,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-07
2010-07,C - Watch,257,0,39,0.1517509727626459,0.18368042753421437,-0.03192945477156847,0.826168442657719,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-07
2010-07,D - High,238,0,43,0.18067226890756302,0.22710101234471006,-0.046428743437147035,0.7955590644101833,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-07
2010-07,E - Very High,55,0,14,0.2545454545454545,0.29180558313328575,-0.03726012858783123,0.8723118036750783,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-07
2010-08,A - Low,245,0,18,0.07346938775510205,0.08523193182731731,-0.011762544072215261,0.8619936939121999,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-08
2010-08,B - Moderate,346,0,45,0.13005780346820808,0.13812092691838027,-0.008063123450172183,0.9416227241586865,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-08
2010-08,C - Watch,261,0,41,0.15708812260536398,0.18361502852510536,-0.026526905919741384,0.8555297671828948,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-08
2010-08,D - High,230,0,49,0.21304347826086956,0.22676320179422044,-0.01371972353335088,0.9394975753349918,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-08
2010-08,E - Very High,93,0,19,0.20430107526881722,0.29041116378388554,-0.08611008851506832,0.7034890553341516,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-08
2010-09,A - Low,310,0,35,0.11290322580645161,0.08523193182731727,0.027671293979134343,1.3246587679743937,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-09
2010-09,B - Moderate,322,0,62,0.19254658385093168,0.13760570197184954,0.05494088187908214,1.3992631198547396,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-09
2010-09,C - Watch,238,0,47,0.19747899159663865,0.18387028750247697,0.013608704094161678,1.0740125241495495,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-09
