policy_version,policy_version_name,application_period,policy_decision,accounts,matured_accounts,observed_bad_accounts,observed_bad_rate_matured,outcome_status,exposure,avg_pd,expected_loss,exceptions,overrides,approve_cutoff,manual_upper_cutoff,segment_overlay_enabled,data_layer,data_status,source_project,source_version,claim_boundary,as_of_period
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-06,APPROVE,2115,2115,314,0.14846335697399526,ASSESSABLE,28994175.0,0.14284030961895197,1457593.8061668084,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-06
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-06,MANUAL_REVIEW,1702,1702,400,0.23501762632197415,ASSESSABLE,21230100.0,0.2560629619668495,2312996.040654044,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-06
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-07,APPROVE,2471,2471,320,0.12950222581950627,ASSESSABLE,33773000.0,0.14603650460824458,1733892.6563799274,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-07
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-07,MANUAL_REVIEW,2156,2156,499,0.23144712430426717,ASSESSABLE,26521525.0,0.2548741662702759,2846997.6675917003,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-07
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-08,APPROVE,3079,3079,390,0.12666450146151348,ASSESSABLE,41754425.0,0.14418912178195087,2109850.4021565793,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-08
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-08,MANUAL_REVIEW,2340,2340,494,0.2111111111111111,ASSESSABLE,28324225.0,0.25380413756768333,3033299.690796798,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-08
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-09,APPROVE,3362,3362,381,0.11332540154669839,ASSESSABLE,44284000.0,0.14677348693538783,2303021.539772538,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-09
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-09,MANUAL_REVIEW,2725,2725,570,0.20917431192660552,ASSESSABLE,32743750.0,0.2553840494397985,3524091.5170680946,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-09
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-10,APPROVE,3326,3326,382,0.11485267588695129,ASSESSABLE,45119150.0,0.14827015931498988,2366973.5186648737,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-10
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-10,MANUAL_REVIEW,2937,2937,580,0.19748042219952333,ASSESSABLE,36922975.0,0.2536180305870254,3922262.0843099356,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-10
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-11,APPROVE,3313,3313,421,0.12707515846664655,ASSESSABLE,47194650.0,0.14755723578232924,2483585.3034500335,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-11
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-11,MANUAL_REVIEW,3069,3069,608,0.19811013359400456,ASSESSABLE,40501700.0,0.25375859199582546,4335885.699366283,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-11
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-12,APPROVE,3062,3062,368,0.1201828870019595,ASSESSABLE,50120125.0,0.1485881664983284,2705291.441983698,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-12
scenario_1_recommended_20,Scenario 1 Candidate 20%,2012-12,MANUAL_REVIEW,3004,3004,548,0.18242343541944075,ASSESSABLE,43970325.0,0.25109799291728924,4716923.239632135,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2012-12
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-01,APPROVE,3391,3391,385,0.11353583013860218,ASSESSABLE,54719725.0,0.15240849819543273,3041224.663315625,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-01
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-01,MANUAL_REVIEW,3481,3481,665,0.1910370583165757,ASSESSABLE,50354650.0,0.2514159704944564,5377263.09745988,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-01
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-02,APPROVE,3757,3757,425,0.11312217194570136,ASSESSABLE,62409975.0,0.15227432143244896,3459223.352085937,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-02
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-02,MANUAL_REVIEW,3804,3804,735,0.19321766561514195,ASSESSABLE,57761400.0,0.2506254746335409,6116418.703136177,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-02
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-03,APPROVE,4446,4446,475,0.10683760683760683,ASSESSABLE,72615000.0,0.1493306828467397,3912821.3023809227,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-03
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-03,MANUAL_REVIEW,3827,3827,725,0.18944342827279853,ASSESSABLE,55028500.0,0.2517710257660825,5843058.723132104,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-03
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-04,APPROVE,5236,5236,625,0.1193659281894576,ASSESSABLE,81949600.0,0.1502082854108119,4429217.87288912,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-04
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-04,MANUAL_REVIEW,4183,4183,879,0.21013626583791536,ASSESSABLE,58176175.0,0.25024880738321875,6153785.128651267,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-04
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-05,APPROVE,5327,5327,703,0.13196921344096113,ASSESSABLE,79671525.0,0.1523271682667007,4408735.968750252,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-05
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-05,MANUAL_REVIEW,5023,5023,1017,0.20246864423651204,ASSESSABLE,68364950.0,0.2497771562298536,7243282.674914388,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-05
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-06,APPROVE,5696,5696,708,0.12429775280898876,ASSESSABLE,86665425.0,0.14999870644621321,4695692.345583318,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-06
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-06,MANUAL_REVIEW,5203,5203,1053,0.20238324043820874,ASSESSABLE,71397950.0,0.24995669132671286,7599637.4079459645,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-06
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-07,APPROVE,6395,6395,769,0.1202501954652072,ASSESSABLE,97160175.0,0.15094519434632261,5287479.390783399,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-07
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-07,MANUAL_REVIEW,5515,5515,1085,0.19673617407071622,ASSESSABLE,73616650.0,0.2488299341523984,7776533.507904358,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-07
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-08,APPROVE,6934,6934,853,0.12301701759446207,ASSESSABLE,104291425.0,0.14907134563103736,5577696.715472603,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-08
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-08,MANUAL_REVIEW,5740,5740,1088,0.18954703832752615,ASSESSABLE,75741250.0,0.24872885345030485,7997460.011097161,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-08
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-09,APPROVE,6825,6825,822,0.12043956043956044,ASSESSABLE,104077100.0,0.149671894455538,5603990.83109653,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-09
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-09,MANUAL_REVIEW,6162,6162,1230,0.19961051606621227,ASSESSABLE,83834025.0,0.2493834204566206,8897225.268409986,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-09
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-10,APPROVE,7405,7405,874,0.11802835921674544,ASSESSABLE,114538150.0,0.148489815995195,6100996.995998555,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-10
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-10,MANUAL_REVIEW,6722,6722,1343,0.19979172865218686,ASSESSABLE,90206150.0,0.24952882284353273,9537998.68989195,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-10
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-11,APPROVE,7623,7623,895,0.11740784468057196,ASSESSABLE,119387075.0,0.14901395229495595,6426509.488529631,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-11
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-11,MANUAL_REVIEW,7097,7097,1371,0.19318021699309568,ASSESSABLE,96605650.0,0.24920918080862847,10256224.888913976,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-11
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-12,APPROVE,7893,7893,925,0.11719244900544787,ASSESSABLE,126010700.0,0.14872682238433313,6734229.87955471,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-12
scenario_1_recommended_20,Scenario 1 Candidate 20%,2013-12,MANUAL_REVIEW,7119,7119,1374,0.1930046354825116,ASSESSABLE,98029775.0,0.24982918136692106,10427248.063913083,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2013-12
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-01,APPROVE,7452,7452,936,0.12560386473429952,ASSESSABLE,120192575.0,0.15002548102201085,6506876.979415614,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-01
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-01,MANUAL_REVIEW,8162,8162,1541,0.18880176427346237,ASSESSABLE,112221475.0,0.2510638387676826,12102747.256172547,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-01
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-02,APPROVE,7271,7271,924,0.12708018154311648,ASSESSABLE,119391825.0,0.14919289963476998,6423043.86835141,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-02
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-02,MANUAL_REVIEW,7934,7934,1601,0.20178976556591882,ASSESSABLE,109359650.0,0.2511305236569813,11780936.1781701,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-02
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-03,APPROVE,7738,7738,1002,0.12949082450245541,ASSESSABLE,125216775.0,0.15099323968841638,6823408.496192254,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-03
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-03,MANUAL_REVIEW,8456,8456,1747,0.2065988647114475,ASSESSABLE,114320100.0,0.2510645906279332,12305467.678935144,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-03
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-04,APPROVE,8946,8946,1253,0.14006259780907668,ASSESSABLE,142574450.0,0.14991106029957058,7682866.426229622,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-04
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-04,MANUAL_REVIEW,9226,9226,2067,0.22404075438976806,ASSESSABLE,120794575.0,0.2513262301070427,13042043.426054459,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-04
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-05,APPROVE,8926,8926,1263,0.1414967510643065,ASSESSABLE,141011650.0,0.14876970441384224,7520000.493127949,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-05
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-05,MANUAL_REVIEW,9172,9172,2058,0.22437854339293503,ASSESSABLE,119620275.0,0.2515202481026634,12862873.603691217,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-05
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-06,APPROVE,7797,7797,1148,0.1472361164550468,ASSESSABLE,124772500.0,0.1486194909191536,6670576.216384286,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-06
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-06,MANUAL_REVIEW,8389,8389,1977,0.23566575277148646,ASSESSABLE,111378125.0,0.2516671340823574,12025630.71799758,0,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-06
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-07,APPROVE,12851,12851,1789,0.13921095634580966,ASSESSABLE,202331450.0,0.1496792183359226,10921807.063182682,1,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-07
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-07,MANUAL_REVIEW,14696,14696,3385,0.23033478497550353,ASSESSABLE,195990375.0,0.25133715075762225,21096088.12410517,5,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-07
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-08,APPROVE,8624,8624,1163,0.13485621521335808,ASSESSABLE,137219700.0,0.14670580949472853,7206518.1061349865,48,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-08
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-08,MANUAL_REVIEW,9106,9106,2173,0.23863386777948606,ASSESSABLE,122337325.0,0.2570299339925394,13331626.66018806,433,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-08
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-09,APPROVE,4811,4811,605,0.125753481604656,ASSESSABLE,76794700.0,0.1449539104413293,3953075.6511430675,45,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-09
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-09,MANUAL_REVIEW,5149,5149,1274,0.2474266847931637,ASSESSABLE,69576425.0,0.2575371934425055,7636185.485803112,280,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-09
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-10,APPROVE,15275,15275,2107,0.13793780687397708,ASSESSABLE,240507325.0,0.15170846716615205,13162343.795766903,118,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-10
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-10,MANUAL_REVIEW,20797,20797,4996,0.24022695581093426,ASSESSABLE,277634075.0,0.2588951667563337,30687984.413356613,1186,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-10
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-11,APPROVE,10130,10130,1372,0.13543928923988155,ASSESSABLE,161023575.0,0.15098132564765263,8748328.841252718,72,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-11
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-11,MANUAL_REVIEW,12827,12827,3049,0.23770172292819833,ASSESSABLE,170532675.0,0.258399604660344,18791223.069660053,777,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-11
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-12,APPROVE,4643,4643,618,0.13310359681240577,ASSESSABLE,75248750.0,0.14594386995960038,3886617.999846165,31,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-12
scenario_1_recommended_20,Scenario 1 Candidate 20%,2014-12,MANUAL_REVIEW,4724,4724,1113,0.23560541913632516,ASSESSABLE,63427150.0,0.2564491488495457,6916994.107786093,251,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2014-12
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-01,APPROVE,14088,14088,2015,0.14302952867688812,ASSESSABLE,228084575.0,0.15022994049122979,12262553.59392776,131,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-01
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-01,MANUAL_REVIEW,18128,18128,4443,0.24509046778464255,ASSESSABLE,246816700.0,0.2588117496269041,27290045.52505193,1076,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-01
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-02,APPROVE,9677,9677,1306,0.13495918156453446,ASSESSABLE,156630175.0,0.1488700708243433,8349004.913961084,88,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-02
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-02,MANUAL_REVIEW,11979,11979,2892,0.24142248935637364,ASSESSABLE,166500050.0,0.25866115701012043,18427958.41222296,749,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-02
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-03,APPROVE,10103,10103,1518,0.1502524002771454,ASSESSABLE,163624550.0,0.15036897153197307,8844462.828282539,93,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-03
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-03,MANUAL_REVIEW,12828,12828,3261,0.25420954162768944,ASSESSABLE,176270525.0,0.2589711842954857,19495109.684005283,785,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-03
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-04,APPROVE,14250,14250,2080,0.14596491228070174,ASSESSABLE,227036825.0,0.14926021641277715,12124183.020677391,103,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-04
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-04,MANUAL_REVIEW,17535,17535,4429,0.25258055317935557,ASSESSABLE,238847425.0,0.25749695417305607,26214222.129648708,1027,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-04
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-05,APPROVE,13035,13035,1918,0.14714230916762563,ASSESSABLE,207245500.0,0.14850412061742854,11035342.982961256,116,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-05
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-05,MANUAL_REVIEW,15676,15676,3964,0.25287063026282214,ASSESSABLE,211374450.0,0.2591991281812799,23403500.944043815,990,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-05
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-06,APPROVE,11569,11569,1696,0.14659866885642667,ASSESSABLE,182917350.0,0.14786750380988378,9655074.605724808,97,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-06
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-06,MANUAL_REVIEW,13877,13877,3598,0.2592779419182821,ASSESSABLE,185823550.0,0.2585489312959205,20510901.13853313,874,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-06
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-07,APPROVE,18654,18654,2571,0.13782566741717595,ASSESSABLE,294627600.0,0.14724144975356507,15477787.037774274,208,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-07
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-07,MANUAL_REVIEW,22399,22399,5729,0.25577034689048617,ASSESSABLE,302873625.0,0.25905402975657665,33384205.921051145,1474,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-07
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-08,APPROVE,14813,14813,2014,0.1359616553027746,ASSESSABLE,236889550.0,0.14757333484983323,12502295.5195091,139,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-08
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-08,MANUAL_REVIEW,16888,16888,4325,0.2560990052108006,ASSESSABLE,233910175.0,0.25601982938948675,25504450.95203937,1011,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-08
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-09,APPROVE,11892,11892,1676,0.14093508240834174,ASSESSABLE,192498325.0,0.14631717341245476,10022360.26765531,115,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-09
scenario_1_recommended_20,Scenario 1 Candidate 20%,2015-09,MANUAL_REVIEW,13258,13258,3504,0.2642932569014934,ASSESSABLE,186440650.0,0.2577536234720185,20468275.311381217,800,0,0.2,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2015-09
