account_id,application_period,matured_flag,bad_flag,pd,scorecard_points,risk_grade,exposure,lgd,expected_loss,fico,dti,loan_amount,purpose,policy_decision
92237985,2016-11,1,1,0.1462936758463045,511.14721837075314,B - Moderate,32000,0.38,1778.9310982910636,682.0,4.56,32000,credit_card,APPROVE
9206677,2013-12,1,0,0.1754251700680272,495.5433283916054,C - Watch,20000,0.46,1613.9115646258504,662.0,7.07,20000,credit_card,APPROVE
32779586,2014-10,1,1,0.1754251700680272,495.5433283916054,C - Watch,10850,0.38,723.2779761904761,697.0,12.64,10850,other,APPROVE
92165087,2016-10,1,0,0.2496591956255188,463.2828937420615,D - High,2800,0.46,321.56104396566826,672.0,12.59,2800,other,APPROVE
8355093,2013-10,1,0,0.1311719051026586,520.2841954822964,B - Moderate,12000,0.32,503.7001155942093,742.0,20.12,12000,credit_card,APPROVE
42915346,2015-03,1,0,0.2056294882353393,481.3918402665517,D - High,16000,0.38,1250.2272884708634,707.0,29.82,16000,debt_consolidation,APPROVE
42344980,2015-03,1,1,0.1462936758463045,511.14721837075314,B - Moderate,5000,0.38,277.9579841079787,687.0,4.77,5000,debt_consolidation,APPROVE
1341086,2012-08,1,1,0.1754251700680272,495.5433283916054,C - Watch,14000,0.38,933.2619047619048,702.0,17.16,14000,debt_consolidation,APPROVE
68424315,2016-01,1,0,0.1754251700680272,495.5433283916054,C - Watch,6000,0.38,399.969387755102,682.0,18.0,6000,other,APPROVE
65974326,2015-12,1,1,0.3317074291315068,434.4320208769221,E - Very High,10000,0.46,1525.854174004931,677.0,25.06,10000,debt_consolidation,MANUAL_REVIEW
6330762,2013-07,1,0,0.3317074291315068,434.4320208769221,E - Very High,2950,0.46,450.1269813314548,667.0,21.12,2950,debt_consolidation,MANUAL_REVIEW
95928671,2016-12,1,0,0.2203391130888445,475.0596525482949,D - High,13000,0.46,1317.6278962712906,667.0,16.47,13000,credit_card,APPROVE
75991523,2016-03,1,0,0.0852319318273173,555.1005987184961,A - Low,12000,0.28,286.3792909397862,762.0,17.32,12000,other,APPROVE
96024464,2017-01,1,1,0.3317074291315068,434.4320208769221,E - Very High,8000,0.46,1220.683339203945,662.0,23.43,8000,other,MANUAL_REVIEW
96344169,2017-01,1,0,0.1754251700680272,495.5433283916054,C - Watch,5000,0.38,333.3078231292517,682.0,19.92,5000,debt_consolidation,APPROVE
84869872,2016-07,1,1,0.1913770585553211,487.85605718958175,C - Watch,28800,0.46,2535.3632717408946,662.0,9.45,28800,other,APPROVE
873947,2011-09,1,1,0.0852319318273173,555.1005987184961,A - Low,18000,0.28,429.5689364096793,762.0,13.96,18000,debt_consolidation,APPROVE
56894459,2015-08,1,0,0.3317074291315068,434.4320208769221,E - Very High,15000,0.46,2288.781261007397,677.0,32.52,15000,debt_consolidation,MANUAL_REVIEW
111887003,2017-07,1,1,0.2203391130888445,475.0596525482949,D - High,6300,0.46,638.5427497314716,677.0,18.74,6300,credit_card,APPROVE
108779641,2017-05,1,0,0.2707462755231136,455.37756313396335,E - Very High,9700,0.46,1208.069881384133,672.0,20.63,9700,debt_consolidation,MANUAL_REVIEW
111052346,2017-06,1,0,0.2203391130888445,475.0596525482949,D - High,2000,0.46,202.71198404173705,677.0,15.5,2000,credit_card,APPROVE
1293191,2012-05,1,0,0.1462936758463045,511.14721837075314,B - Moderate,7350,0.38,408.5982366387287,702.0,17.2,7350,debt_consolidation,APPROVE
88391634,2016-08,1,1,0.2496591956255188,463.2828937420615,D - High,31250,0.46,3588.8509371168334,677.0,19.74,31250,credit_card,APPROVE
489556,2010-03,1,0,0.1754251700680272,495.5433283916054,C - Watch,5500,0.38,366.63860544217687,697.0,19.6,5500,debt_consolidation,APPROVE
65844033,2015-12,1,0,0.2056294882353393,481.3918402665517,D - High,17000,0.38,1328.3664940002925,692.0,20.13,17000,credit_card,APPROVE
80631200,2016-06,1,0,0.1754251700680272,495.5433283916054,C - Watch,8000,0.38,533.2925170068027,692.0,17.73,8000,debt_consolidation,APPROVE
7051758,2013-09,1,1,0.2203391130888445,475.0596525482949,D - High,35000,0.38,2930.5102040816328,707.0,22.27,35000,debt_consolidation,APPROVE
1477347,2012-08,1,0,0.2496591956255188,463.2828937420615,D - High,25000,0.46,2871.0807496934667,672.0,13.28,25000,debt_consolidation,APPROVE
91071582,2016-10,1,0,0.2203391130888445,475.0596525482949,D - High,12000,0.46,1216.271904250422,662.0,15.12,12000,credit_card,APPROVE
99430472,2017-02,1,1,0.2496591956255188,463.2828937420615,D - High,35000,0.46,4019.5130495708536,662.0,11.26,35000,debt_consolidation,APPROVE
117205107,2017-08,1,0,0.3317074291315068,434.4320208769221,E - Very High,28000,0.46,4272.391687213808,672.0,61.6,28000,debt_consolidation,MANUAL_REVIEW
111416349,2017-06,1,0,0.2203391130888445,475.0596525482949,D - High,24000,0.46,2432.543808500844,677.0,14.64,24000,credit_card,APPROVE
42274177,2015-03,1,0,0.2496591956255188,463.2828937420615,D - High,9025,0.46,1036.4601506393417,667.0,16.73,9025,debt_consolidation,APPROVE
66544535,2015-12,1,0,0.1462936758463045,511.14721837075314,B - Moderate,20000,0.38,1111.8319364319148,712.0,18.7,20000,debt_consolidation,APPROVE
76235953,2016-04,1,0,0.0852319318273173,555.1005987184961,A - Low,15000,0.28,357.97411367473273,822.0,23.39,15000,home_improvement,APPROVE
74664717,2016-03,1,0,0.2707462755231136,455.37756313396335,E - Very High,5000,0.38,514.4179234939159,687.0,33.53,5000,debt_consolidation,MANUAL_REVIEW
631347,2010-12,1,0,0.0852319318273173,555.1005987184961,A - Low,12000,0.32,327.2906182168985,747.0,5.44,12000,credit_card,APPROVE
65681237,2015-11,1,1,0.3317074291315068,434.4320208769221,E - Very High,7825,0.46,1193.9808911588589,667.0,22.67,7825,debt_consolidation,MANUAL_REVIEW
72033052,2016-03,1,1,0.1913770585553211,487.85605718958175,C - Watch,26700,0.38,1941.7116361022884,682.0,24.78,26700,moving,APPROVE
51596228,2015-06,1,0,0.3317074291315068,434.4320208769221,E - Very High,7500,0.46,1144.3906305036985,667.0,22.61,7500,debt_consolidation,MANUAL_REVIEW
54848817,2015-07,1,0,0.3317074291315068,434.4320208769221,E - Very High,8500,0.38,1071.414996094767,707.0,32.71,8500,credit_card,MANUAL_REVIEW
7356195,2013-09,1,0,0.1462936758463045,511.14721837075314,B - Moderate,2000,0.38,111.18319364319149,717.0,7.32,2000,major_purchase,APPROVE
14688284,2014-04,1,0,0.1754251700680272,495.5433283916054,C - Watch,5600,0.38,373.3047619047619,717.0,12.45,5600,car,APPROVE
113082004,2017-07,1,0,0.0852319318273173,555.1005987184961,A - Low,7200,0.28,171.8275745638717,822.0,10.67,7200,credit_card,APPROVE
78119355,2016-05,1,0,0.2056294882353393,481.3918402665517,D - High,16000,0.46,1513.433033412098,662.0,7.66,16000,credit_card,APPROVE
131182160,2018-04,0,0,0.1754251700680272,495.5433283916054,C - Watch,12500,0.38,833.2695578231292,692.0,18.65,12500,debt_consolidation,APPROVE
92235979,2016-11,1,0,0.1754251700680272,495.5433283916054,C - Watch,6000,0.32,336.81632653061223,722.0,32.88,6000,major_purchase,APPROVE
12447731,2014-03,1,0,0.1462936758463045,511.14721837075314,B - Moderate,24400,0.38,1356.434962446936,712.0,15.09,24400,major_purchase,APPROVE
66582963,2015-12,1,0,0.3317074291315068,434.4320208769221,E - Very High,11200,0.46,1708.9566748855232,662.0,21.36,11200,credit_card,MANUAL_REVIEW
55501431,2015-07,1,1,0.2496591956255188,463.2828937420615,D - High,16000,0.46,1837.491679803819,662.0,10.69,16000,debt_consolidation,APPROVE
125280583,2017-12,1,1,0.3317074291315068,434.4320208769221,E - Very High,10000,0.46,1525.854174004931,672.0,30.47,10000,debt_consolidation,MANUAL_REVIEW
51466491,2015-06,1,0,0.2056294882353393,481.3918402665517,D - High,8500,0.46,804.011299000177,667.0,8.26,8500,other,APPROVE
97385794,2017-02,1,0,0.2203391130888445,475.0596525482949,D - High,11900,0.46,1206.136305048335,662.0,15.2,11900,credit_card,APPROVE
11685010,2014-02,1,0,0.2056294882353393,481.3918402665517,D - High,12000,0.46,1135.0747750590735,677.0,8.05,12000,debt_consolidation,APPROVE
39669127,2015-01,1,0,0.1913770585553211,487.85605718958175,C - Watch,4200,0.38,305.43778545429257,697.0,16.97,4200,debt_consolidation,APPROVE
3377524,2013-02,1,0,0.2056294882353393,481.3918402665517,D - High,21000,0.38,1640.9233161180082,697.0,23.75,21000,debt_consolidation,APPROVE
103746755,2017-03,1,0,0.1462936758463045,511.14721837075314,B - Moderate,14400,0.38,800.5189942309786,687.0,18.23,14400,credit_card,APPROVE
109653430,2017-05,1,0,0.1311719051026586,520.2841954822964,B - Moderate,10000,0.28,367.28133428744434,767.0,33.01,10000,debt_consolidation,APPROVE
6696302,2013-08,1,0,0.3317074291315068,434.4320208769221,E - Very High,21000,0.46,3204.293765410356,672.0,20.67,21000,debt_consolidation,MANUAL_REVIEW
1381889,2012-07,1,0,0.2203391130888445,475.0596525482949,D - High,15000,0.46,1520.3398803130276,672.0,17.96,15000,debt_consolidation,APPROVE
100003965,2017-03,1,1,0.2707462755231136,455.37756313396335,E - Very High,24000,0.38,2469.206032770796,697.0,32.82,24000,debt_consolidation,MANUAL_REVIEW
78729292,2016-05,1,0,0.1462936758463045,511.14721837075314,B - Moderate,10500,0.38,583.7117666267552,707.0,7.18,10500,debt_consolidation,APPROVE
119872320,2017-10,1,0,0.3317074291315068,434.4320208769221,E - Very High,10000,0.46,1525.854174004931,667.0,30.35,10000,debt_consolidation,MANUAL_REVIEW
75294589,2016-03,1,1,0.3317074291315068,434.4320208769221,E - Very High,8400,0.46,1281.7175061641424,662.0,35.0,8400,debt_consolidation,MANUAL_REVIEW
75678274,2016-03,1,0,0.1754251700680272,495.5433283916054,C - Watch,15025,0.38,1001.5900085034014,687.0,16.31,15025,debt_consolidation,APPROVE
110202591,2017-06,1,0,0.2707462755231136,455.37756313396335,E - Very High,23000,0.46,2864.495595034542,677.0,20.18,23000,credit_card,MANUAL_REVIEW
94306550,2016-11,1,0,0.2056294882353393,481.3918402665517,D - High,2000,0.46,189.17912917651225,677.0,19.53,2000,other,APPROVE
74532969,2016-03,1,1,0.3317074291315068,434.4320208769221,E - Very High,1400,0.46,213.6195843606904,677.0,24.08,1400,other,MANUAL_REVIEW
41131521,2015-03,1,0,0.0852319318273173,555.1005987184961,A - Low,25000,0.32,681.8554546185385,752.0,0.91,25000,debt_consolidation,APPROVE
104015567,2017-04,1,1,0.2496591956255188,463.2828937420615,D - High,15000,0.46,1722.64844981608,662.0,12.21,15000,credit_card,APPROVE
54524679,2015-07,1,0,0.1311719051026586,520.2841954822964,B - Moderate,15000,0.38,747.6798590851544,697.0,2.3,15000,debt_consolidation,APPROVE
69058515,2016-01,1,0,0.2203391130888445,475.0596525482949,D - High,12000,0.38,1004.7463556851312,712.0,28.11,12000,credit_card,APPROVE
1100595,2012-01,1,0,0.0852319318273173,555.1005987184961,A - Low,30000,0.28,715.9482273494655,777.0,13.36,30000,debt_consolidation,APPROVE
49703164,2015-05,1,1,0.2203391130888445,475.0596525482949,D - High,20000,0.38,1674.5772594752186,717.0,29.68,20000,debt_consolidation,APPROVE
59069949,2015-08,1,0,0.1913770585553211,487.85605718958175,C - Watch,24000,0.38,1745.3587740245289,687.0,15.64,24000,debt_consolidation,APPROVE
4275187,2013-04,1,1,0.1913770585553211,487.85605718958175,C - Watch,16000,0.38,1163.572516016353,697.0,19.26,16000,major_purchase,APPROVE
63437152,2015-10,1,0,0.1754251700680272,495.5433283916054,C - Watch,35000,0.32,1964.7619047619048,722.0,30.41,35000,credit_card,APPROVE
38540358,2015-04,1,0,0.2056294882353393,481.3918402665517,D - High,24000,0.38,1875.340932706295,692.0,25.09,24000,debt_consolidation,APPROVE
9845542,2013-12,1,0,0.2707462755231136,455.37756313396335,E - Very High,2200,0.46,273.99523082939095,677.0,29.04,2200,debt_consolidation,MANUAL_REVIEW
107136437,2017-04,1,0,0.1754251700680272,495.5433283916054,C - Watch,12000,0.38,799.938775510204,717.0,14.33,12000,debt_consolidation,APPROVE
100104199,2017-03,1,0,0.3317074291315068,434.4320208769221,E - Very High,2400,0.38,302.5171753679342,687.0,31.94,2400,debt_consolidation,MANUAL_REVIEW
88087701,2016-08,1,1,0.2496591956255188,463.2828937420615,D - High,32300,0.46,3709.4363286039593,662.0,14.22,32300,debt_consolidation,APPROVE
38201774,2015-01,1,0,0.1462936758463045,511.14721837075314,B - Moderate,25000,0.38,1389.7899205398935,702.0,16.61,25000,debt_consolidation,APPROVE
65007678,2015-12,1,0,0.2203391130888445,475.0596525482949,D - High,5000,0.46,506.77996010434254,667.0,6.51,5000,other,APPROVE
108003426,2017-05,1,0,0.2056294882353393,481.3918402665517,D - High,1800,0.38,140.65056995297212,707.0,23.72,1800,other,APPROVE
11976384,2014-02,1,0,0.2707462755231136,455.37756313396335,E - Very High,20000,0.46,2490.865734812645,662.0,20.48,20000,credit_card,MANUAL_REVIEW
24836722,2014-08,1,0,0.1754251700680272,495.5433283916054,C - Watch,6000,0.38,399.969387755102,702.0,1.76,6000,debt_consolidation,APPROVE
643367,2011-01,1,0,0.1913770585553211,487.85605718958175,C - Watch,6250,0.38,454.5205140688877,692.0,18.0,6250,debt_consolidation,APPROVE
68567566,2016-01,1,0,0.2056294882353393,481.3918402665517,D - High,12000,0.38,937.6704663531476,692.0,29.03,12000,debt_consolidation,APPROVE
102366676,2017-03,1,0,0.1462936758463045,511.14721837075314,B - Moderate,20000,0.38,1111.8319364319148,712.0,18.4,20000,debt_consolidation,APPROVE
82759246,2016-06,1,0,0.1462936758463045,511.14721837075314,B - Moderate,15000,0.38,833.873952323936,717.0,13.92,15000,credit_card,APPROVE
1368188,2012-07,1,0,0.1311719051026586,520.2841954822964,B - Moderate,25000,0.32,1049.3752408212692,722.0,15.37,25000,debt_consolidation,APPROVE
10557158,2014-01,1,0,0.1462936758463045,511.14721837075314,B - Moderate,20000,0.38,1111.8319364319148,702.0,17.69,20000,debt_consolidation,APPROVE
7389442,2013-09,1,0,0.2056294882353393,481.3918402665517,D - High,3000,0.46,283.7686937647684,677.0,4.32,3000,debt_consolidation,APPROVE
1600415,2012-10,1,0,0.0852319318273173,555.1005987184961,A - Low,5000,0.28,119.32470455824424,767.0,14.39,5000,home_improvement,APPROVE
96496665,2017-01,1,0,0.3317074291315068,434.4320208769221,E - Very High,14900,0.46,2273.522719267348,672.0,34.43,14900,debt_consolidation,MANUAL_REVIEW
8980976,2013-11,1,0,0.2496591956255188,463.2828937420615,D - High,5150,0.38,488.5830458391404,682.0,26.59,5150,debt_consolidation,APPROVE
355546,2008-09,1,0,0.2707462755231136,455.37756313396335,E - Very High,5000,0.46,622.7164337031612,677.0,25.63,5000,other,MANUAL_REVIEW
1250730,2012-05,1,0,0.2056294882353393,481.3918402665517,D - High,15000,0.38,1172.0880829414343,707.0,20.42,15000,credit_card,APPROVE
62002278,2015-10,1,1,0.2056294882353393,481.3918402665517,D - High,15000,0.38,1172.0880829414343,682.0,21.25,15000,debt_consolidation,APPROVE
6522061,2013-08,1,0,0.1754251700680272,495.5433283916054,C - Watch,20000,0.38,1333.2312925170068,702.0,13.31,20000,debt_consolidation,APPROVE
87314235,2016-08,1,1,0.0852319318273173,555.1005987184961,A - Low,6400,0.32,174.55499638234585,722.0,8.75,6400,other,APPROVE
72723323,2016-02,1,0,0.2496591956255188,463.2828937420615,D - High,8000,0.46,918.7458399019092,672.0,13.05,8000,debt_consolidation,APPROVE
10734750,2014-01,1,0,0.1754251700680272,495.5433283916054,C - Watch,11900,0.38,793.2726190476191,717.0,13.35,11900,debt_consolidation,APPROVE
83360143,2016-06,1,0,0.1311719051026586,520.2841954822964,B - Moderate,28025,0.32,1176.349644960643,737.0,13.39,28025,debt_consolidation,APPROVE
117926347,2017-09,1,0,0.1913770585553211,487.85605718958175,C - Watch,21000,0.46,1848.7023856444025,677.0,8.23,21000,debt_consolidation,APPROVE
61018693,2015-10,1,0,0.1754251700680272,495.5433283916054,C - Watch,4000,0.38,266.6462585034013,692.0,19.1,4000,debt_consolidation,APPROVE
119261407,2017-09,1,0,0.1913770585553211,487.85605718958175,C - Watch,7200,0.46,633.8408179352236,667.0,3.05,7200,credit_card,APPROVE
88233204,2016-08,1,1,0.2203391130888445,475.0596525482949,D - High,19200,0.46,1946.035046800676,677.0,17.22,19200,debt_consolidation,APPROVE
57354561,2015-07,1,0,0.1462936758463045,511.14721837075314,B - Moderate,24000,0.38,1334.1983237182976,717.0,8.19,24000,credit_card,APPROVE
43905548,2015-04,1,1,0.2056294882353393,481.3918402665517,D - High,35000,0.38,2734.8721935300136,697.0,28.35,35000,debt_consolidation,APPROVE
72584184,2016-02,1,0,0.2203391130888445,475.0596525482949,D - High,15000,0.46,1520.3398803130276,677.0,16.26,15000,debt_consolidation,APPROVE
136300188,2018-07,0,0,0.1913770585553211,487.85605718958175,C - Watch,6500,0.38,472.7013346316433,682.0,12.11,6500,debt_consolidation,APPROVE
83376187,2016-06,1,0,0.2707462755231136,455.37756313396335,E - Very High,10000,0.38,1028.8358469878317,692.0,32.23,10000,debt_consolidation,MANUAL_REVIEW
85581218,2016-07,1,1,0.1311719051026586,520.2841954822964,B - Moderate,26000,0.32,1091.35025045412,752.0,24.81,26000,debt_consolidation,APPROVE
78973850,2016-06,1,1,0.2496591956255188,463.2828937420615,D - High,6400,0.38,607.1711637612618,682.0,20.83,6400,debt_consolidation,APPROVE
12415632,2014-06,1,1,0.2056294882353393,481.3918402665517,D - High,5275,0.46,498.95995320305104,662.0,6.9,5275,credit_card,APPROVE
65945065,2015-12,1,0,0.2056294882353393,481.3918402665517,D - High,24000,0.38,1875.340932706295,697.0,25.01,24000,debt_consolidation,APPROVE
75508417,2016-03,1,0,0.3317074291315068,434.4320208769221,E - Very High,10000,0.46,1525.854174004931,667.0,32.56,10000,debt_consolidation,MANUAL_REVIEW
75174163,2016-03,1,1,0.3317074291315068,434.4320208769221,E - Very High,20000,0.46,3051.7083480098627,672.0,33.05,20000,debt_consolidation,MANUAL_REVIEW
2300791,2012-12,1,0,0.1462936758463045,511.14721837075314,B - Moderate,24000,0.38,1334.1983237182976,717.0,20.0,24000,debt_consolidation,APPROVE
92204624,2016-11,1,0,0.1913770585553211,487.85605718958175,C - Watch,5000,0.38,363.61641125511017,682.0,13.63,5000,debt_consolidation,APPROVE
133480386,2018-05,0,0,0.0852319318273173,555.1005987184961,A - Low,30000,0.32,818.2265455422462,722.0,1.05,30000,major_purchase,APPROVE
20048934,2014-07,1,0,0.1311719051026586,520.2841954822964,B - Moderate,15000,0.32,629.6251444927616,722.0,21.57,15000,debt_consolidation,APPROVE
33391673,2014-11,1,0,0.2707462755231136,455.37756313396335,E - Very High,7600,0.46,946.5289792288052,677.0,29.31,7600,debt_consolidation,MANUAL_REVIEW
103761195,2017-03,1,0,0.1462936758463045,511.14721837075314,B - Moderate,35000,0.38,1945.7058887558508,697.0,17.27,35000,debt_consolidation,APPROVE
74545090,2016-03,1,0,0.2707462755231136,455.37756313396335,E - Very High,6000,0.38,617.301508192699,702.0,38.38,6000,other,MANUAL_REVIEW
5214835,2013-06,1,0,0.1913770585553211,487.85605718958175,C - Watch,14000,0.38,1018.1259515143086,692.0,24.1,14000,credit_card,APPROVE
109817952,2017-05,1,0,0.2056294882353393,481.3918402665517,D - High,10000,0.38,781.3920552942897,717.0,22.83,10000,debt_consolidation,APPROVE
34823410,2014-11,1,1,0.1754251700680272,495.5433283916054,C - Watch,15000,0.38,999.9234693877552,682.0,12.39,15000,debt_consolidation,APPROVE
113162042,2017-07,1,0,0.1462936758463045,511.14721837075314,B - Moderate,5000,0.38,277.9579841079787,687.0,0.38,5000,credit_card,APPROVE
3848071,2013-04,1,0,0.3317074291315068,434.4320208769221,E - Very High,7200,0.46,1098.6150052835503,677.0,21.56,7200,credit_card,MANUAL_REVIEW
58703828,2015-09,1,0,0.3317074291315068,434.4320208769221,E - Very High,7725,0.38,973.7271582155382,692.0,38.38,7725,debt_consolidation,MANUAL_REVIEW
114133278,2017-08,1,1,0.1754251700680272,495.5433283916054,C - Watch,15000,0.38,999.9234693877552,687.0,19.61,15000,debt_consolidation,APPROVE
94454082,2016-12,1,0,0.1913770585553211,487.85605718958175,C - Watch,20000,0.38,1454.465645020441,702.0,20.49,20000,credit_card,APPROVE
75151678,2016-03,1,0,0.1311719051026586,520.2841954822964,B - Moderate,30000,0.32,1259.2502889855232,737.0,19.14,30000,debt_consolidation,APPROVE
40452139,2015-02,1,0,0.2496591956255188,463.2828937420615,D - High,16700,0.46,1917.881940795236,667.0,10.89,16700,credit_card,APPROVE
126450828,2018-01,0,0,0.0852319318273173,555.1005987184961,A - Low,20000,0.28,477.29881823297694,762.0,10.38,20000,debt_consolidation,APPROVE
91448262,2016-10,1,0,0.0852319318273173,555.1005987184961,A - Low,20000,0.32,545.4843636948308,727.0,5.54,20000,debt_consolidation,APPROVE
85524585,2016-07,1,0,0.1913770585553211,487.85605718958175,C - Watch,18000,0.46,1584.602044838059,662.0,3.78,18000,home_improvement,APPROVE
8364713,2013-10,1,0,0.0852319318273173,555.1005987184961,A - Low,24175,0.28,576.9349465391109,812.0,1.16,24175,debt_consolidation,APPROVE
34903296,2014-12,1,0,0.2496591956255188,463.2828937420615,D - High,1000,0.46,114.84322998773868,662.0,10.78,1000,vacation,APPROVE
57754296,2015-08,1,1,0.1754251700680272,495.5433283916054,C - Watch,4000,0.38,266.6462585034013,707.0,6.08,4000,debt_consolidation,APPROVE
19075772,2014-06,1,0,0.2496591956255188,463.2828937420615,D - High,13000,0.46,1492.9619898406029,677.0,11.44,13000,debt_consolidation,APPROVE
91137702,2016-10,1,1,0.2056294882353393,481.3918402665517,D - High,40000,0.38,3125.568221177158,682.0,26.8,40000,debt_consolidation,APPROVE
54017167,2015-07,1,0,0.3317074291315068,434.4320208769221,E - Very High,5500,0.46,839.2197957027123,662.0,23.85,5500,debt_consolidation,MANUAL_REVIEW
13116539,2014-03,1,0,0.0852319318273173,555.1005987184961,A - Low,11925,0.28,284.58942037141253,772.0,25.73,11925,other,APPROVE
41850458,2015-03,1,0,0.2496591956255188,463.2828937420615,D - High,9000,0.38,853.8344490392744,687.0,22.71,9000,debt_consolidation,APPROVE
75437618,2016-04,1,0,0.2496591956255188,463.2828937420615,D - High,8000,0.38,758.9639547015773,682.0,24.99,8000,debt_consolidation,APPROVE
2264730,2014-08,1,1,0.2707462755231136,455.37756313396335,E - Very High,10000,0.46,1245.4328674063224,662.0,21.77,10000,credit_card,MANUAL_REVIEW
100457106,2017-03,1,0,0.1462936758463045,511.14721837075314,B - Moderate,1200,0.38,66.70991618591488,707.0,9.1,1200,credit_card,APPROVE
11075062,2014-01,1,0,0.2707462755231136,455.37756313396335,E - Very High,7200,0.46,896.7116645325523,667.0,24.05,7200,credit_card,MANUAL_REVIEW
117203484,2017-08,1,0,0.0852319318273173,555.1005987184961,A - Low,7000,0.28,167.05458638154192,777.0,16.58,7000,debt_consolidation,APPROVE
87983899,2016-08,1,0,0.1311719051026586,520.2841954822964,B - Moderate,6100,0.32,256.04755876038973,757.0,8.13,6100,moving,APPROVE
106210472,2017-04,1,0,0.1754251700680272,495.5433283916054,C - Watch,18025,0.38,1201.5747023809522,717.0,15.4,18025,debt_consolidation,APPROVE
3124562,2013-01,1,1,0.1462936758463045,511.14721837075314,B - Moderate,28750,0.38,1598.2584086208774,692.0,18.89,28750,credit_card,APPROVE
2368053,2012-12,1,0,0.0852319318273173,555.1005987184961,A - Low,21000,0.32,572.7585818795724,737.0,3.78,21000,car,APPROVE
23133220,2014-07,1,0,0.0852319318273173,555.1005987184961,A - Low,5000,0.32,136.3710909237077,757.0,9.23,5000,car,APPROVE
11714822,2014-02,1,0,0.1462936758463045,511.14721837075314,B - Moderate,10400,0.38,578.1526069445956,687.0,16.04,10400,other,APPROVE
57478333,2015-08,1,1,0.1913770585553211,487.85605718958175,C - Watch,15250,0.38,1109.030054328086,682.0,19.55,15250,debt_consolidation,APPROVE
7716193,2013-10,1,0,0.1462936758463045,511.14721837075314,B - Moderate,17475,0.32,818.0742353325351,737.0,24.48,17475,debt_consolidation,APPROVE
112036345,2017-06,1,0,0.2203391130888445,475.0596525482949,D - High,6000,0.46,608.135952125211,677.0,16.18,6000,credit_card,APPROVE
24735159,2014-08,1,1,0.0852319318273173,555.1005987184961,A - Low,12000,0.32,327.2906182168985,727.0,8.91,12000,debt_consolidation,APPROVE
43095770,2015-03,1,0,0.2056294882353393,481.3918402665517,D - High,20000,0.46,1891.7912917651224,672.0,10.29,20000,home_improvement,APPROVE
96494648,2017-01,1,0,0.1913770585553211,487.85605718958175,C - Watch,14000,0.32,857.3692223278387,737.0,34.13,14000,debt_consolidation,APPROVE
84121808,2016-07,1,0,0.1462936758463045,511.14721837075314,B - Moderate,20000,0.38,1111.8319364319148,692.0,15.62,20000,credit_card,APPROVE
83634580,2016-07,1,0,0.1754251700680272,495.5433283916054,C - Watch,4200,0.38,279.9785714285714,692.0,13.51,4200,debt_consolidation,APPROVE
5758930,2013-06,1,0,0.0852319318273173,555.1005987184961,A - Low,11375,0.28,271.46370287000565,787.0,14.16,11375,credit_card,APPROVE
75992651,2016-03,1,0,0.2203391130888445,475.0596525482949,D - High,6000,0.46,608.135952125211,662.0,9.45,6000,debt_consolidation,APPROVE
25207143,2014-08,1,1,0.1462936758463045,511.14721837075314,B - Moderate,15000,0.38,833.873952323936,692.0,4.55,15000,debt_consolidation,APPROVE
12786864,2014-03,1,0,0.2496591956255188,463.2828937420615,D - High,10000,0.46,1148.4322998773866,667.0,13.04,10000,debt_consolidation,APPROVE
374765,2009-01,1,0,0.1311719051026586,520.2841954822964,B - Moderate,9000,0.32,377.77508669565697,727.0,15.41,9000,credit_card,APPROVE
60941701,2015-09,1,0,0.2496591956255188,463.2828937420615,D - High,3600,0.46,413.4356279558592,667.0,13.98,3600,debt_consolidation,APPROVE
130307427,2018-04,0,0,0.2056294882353393,481.3918402665517,D - High,30000,0.38,2344.1761658828686,717.0,20.33,30000,debt_consolidation,APPROVE
96306741,2017-01,1,0,0.2056294882353393,481.3918402665517,D - High,31150,0.46,2946.4649369241783,677.0,16.23,31150,credit_card,APPROVE
54464368,2015-07,1,0,0.1754251700680272,495.5433283916054,C - Watch,20400,0.38,1359.895918367347,707.0,17.84,20400,credit_card,APPROVE
31367600,2014-10,1,0,0.3317074291315068,434.4320208769221,E - Very High,2375,0.46,362.3903663261712,662.0,28.6,2375,home_improvement,MANUAL_REVIEW
7296983,2013-09,1,1,0.3317074291315068,434.4320208769221,E - Very High,14825,0.38,1868.673802012344,707.0,31.17,14825,debt_consolidation,MANUAL_REVIEW
58111140,2015-08,1,0,0.1913770585553211,487.85605718958175,C - Watch,3600,0.46,316.9204089676118,677.0,6.2,3600,home_improvement,APPROVE
54909143,2015-07,1,0,0.2707462755231136,455.37756313396335,E - Very High,11750,0.46,1463.383619202429,667.0,29.38,11750,home_improvement,MANUAL_REVIEW
100140254,2017-03,1,0,0.2707462755231136,455.37756313396335,E - Very High,18200,0.38,1872.4812415178533,687.0,32.26,18200,debt_consolidation,MANUAL_REVIEW
90084691,2016-09,1,1,0.2496591956255188,463.2828937420615,D - High,7500,0.46,861.32422490804,677.0,23.68,7500,credit_card,APPROVE
5084843,2013-05,1,0,0.1462936758463045,511.14721837075314,B - Moderate,6000,0.38,333.5495809295744,707.0,5.17,6000,credit_card,APPROVE
63154611,2015-10,1,0,0.1311719051026586,520.2841954822964,B - Moderate,30000,0.32,1259.2502889855232,732.0,21.07,30000,debt_consolidation,APPROVE
