loan_id,reporting_date,issue_date,stage,stage_reason,primary_stage_trigger,relative_sicr_eligible_flag,pd_origination_proxy,pd_current_proxy,pd_12m,pd_lifetime,lgd_base,ead_current,eir_proxy,remaining_term_months,ecl_upside,ecl_base,ecl_downside,ecl_weighted,ecl_severe,ecl_data_supported_12m_upside,ecl_data_supported_12m_base,ecl_data_supported_12m_downside,ecl_data_supported_12m_weighted,ecl_data_supported_12m_severe,risk_grade,pd_band,purpose,fico_band,dti_band,term,home_ownership,state,bad_flag,exception_flag,p6_ead_original,p6_lgd_original,p6_expected_loss_original
81467509,2018-12-31,2016-06-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.0678905134602795,0.32,744.852666780821,0.0916,6,11.052919865067722,15.778646811755616,25.563934744621022,17.51610975296878,46.06550506774294,11.052919865067722,15.778646811755616,25.563934744621022,17.51610975296878,46.06550506774294,B - Moderate,10-15%,major_purchase,A-,10-20,36 months,RENT,LA,0,0,4000,0.32,167.90003853140308
75144356,2018-12-31,2016-03-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.0345418255876018,0.32,1128.1863990820511,0.0532,3,8.629372300513934,12.363506768790062,20.162706062568603,13.753186421993275,36.81092650717508,8.629372300513934,12.363506768790062,20.162706062568603,13.753186421993275,36.81092650717508,B - Moderate,10-15%,debt_consolidation,A-,20-30,36 months,MORTGAGE,TX,0,0,12600,0.32,528.8851213739198
120095228,2018-12-31,2017-10-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.4394545018012028,0.46,3264.824320457935,0.1199,22,432.8426190672489,599.0728569729977,917.3696868524954,653.7125287570097,1475.963287234806,270.59635370374053,383.7542463517533,614.444878638131,424.45322052614574,1082.188676775571,E - Very High,>25%,debt_consolidation,C,10-20,36 months,RENT,MI,0,0,5000,0.46,622.7164337031612
95930723,2018-12-31,2017-01-01,Stage 1,No SICR proxy,No SICR proxy,0,0.0852319318273173,0.0852319318273173,0.0852319318273173,0.091997775216158,0.28,3889.380374797788,0.0799,13,62.866287908691135,89.1066701842525,142.5182704737149,98.52351291528387,250.3669940860075,62.866287908691135,89.1066701842525,142.5182704737149,98.52351291528387,250.3669940860075,A - Low,<=10%,debt_consolidation,A+,10-20,36 months,MORTGAGE,UT,0,0,10000,0.28,238.64940911648847
57064557,2018-12-31,2015-08-01,Stage 1,No SICR proxy,No SICR proxy,0,0.0852319318273173,0.0852319318273173,0.0852319318273173,0.1379780449442886,0.28,10983.58196632618,0.1229,20,173.9123086659387,246.5179724018552,394.3259382317586,272.5791142989436,692.8708844167894,173.9123086659387,246.5179724018552,394.3259382317586,272.5791142989436,692.8708844167894,A - Low,<=10%,other,A+,00-10,60 months,RENT,MA,0,0,27250,0.28,650.3196398424311
110976666,2018-12-31,2017-06-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.3772439092421097,0.46,3281.581740495381,0.1261999999999999,18,374.0684732636069,522.6380907411224,814.0976551452177,573.2175392205188,1354.528272490258,271.20528778880424,384.6305127680594,615.8872004159103,425.4309009331339,1084.8881542870754,E - Very High,>25%,debt_consolidation,C,20-30,36 months,MORTGAGE,IN,0,0,6000,0.46,747.2597204437935
88933609,2018-12-31,2016-09-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.1702842947433872,0.46,3308.4270770686035,0.0899,9,175.44960713845006,250.31167771948375,405.2179095467136,277.8089250891361,729.9767901107006,175.44960713845006,250.31167771948375,405.2179095467136,277.8089250891361,729.9767901107006,D - High,20-25%,debt_consolidation,C,10-20,36 months,MORTGAGE,NM,0,0,12000,0.46,1216.271904250422
115082754,2018-12-31,2017-08-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2496591956255188,0.2496591956255188,0.2496591956255188,0.3804196901275202,0.46,2143.554396729235,0.1091,20,248.01572125339277,345.387846580893,534.8951015595891,378.158841526442,880.4162105029695,164.61138159628285,233.42098696318536,373.650660578875,258.1569645620724,657.6875169119713,D - High,20-25%,moving,C,10-20,36 months,RENT,ID,0,0,3600,0.46,413.4356279558592
75149370,2018-12-31,2016-03-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.0345418255876018,0.38,391.6085483194647,0.0839,3,3.5400926555793446,5.071994944593831,8.271591831088651,5.642108822865364,15.101613179999005,3.5400926555793446,5.071994944593831,8.271591831088651,5.642108822865364,15.101613179999005,B - Moderate,10-15%,credit_card,B,00-10,36 months,MORTGAGE,TN,0,0,4200,0.38,209.3503605438432
120107541,2018-12-31,2017-09-01,Stage 1,No SICR proxy,No SICR proxy,0,0.0852319318273173,0.0852319318273173,0.0852319318273173,0.1443537654668686,0.32,5910.633613298235,0.0721,21,109.60521437716716,155.3527012160047,248.46802830057155,171.76940996132078,436.4758772117664,109.60521437716716,155.3527012160047,248.46802830057155,171.76940996132078,436.4758772117664,A - Low,<=10%,credit_card,A-,10-20,36 months,MORTGAGE,NM,0,0,9700,0.32,264.55991639199294
105158147,2018-12-31,2017-04-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.3317074291315068,0.3317074291315068,0.3317074291315068,0.41571844327282,0.46,5144.948325896994,0.1898999999999999,16,628.4960409803689,880.7881575316935,1379.2271256397453,967.5540820760076,2316.1378485557534,507.0077864600884,719.5179048027991,1153.6717832239017,796.1798566566681,2039.7238660078929,E - Very High,>25%,other,C,30-40,36 months,MORTGAGE,AZ,0,0,10000,0.46,1525.854174004931
100460783,2018-12-31,2017-03-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.267374240685141,0.38,4859.8571331543135,0.1898999999999999,15,314.2138346664203,443.0607723136703,701.973800735401,488.46198877201545,1210.0325068798402,262.3663932533176,372.1272920043262,595.9450074247234,411.6175860467742,1049.8732422344476,D - High,20-25%,other,B,20-30,36 months,RENT,CA,1,0,10000,0.38,837.2886297376093
71767353,2018-12-31,2016-02-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.3317074291315068,0.3317074291315068,0.3317074291315068,0.0649652053266494,0.46,626.787753537681,0.1147,2,12.569204518065796,18.479994448857816,31.753028829281583,20.91163455434496,66.2933096489867,12.569204518065796,18.479994448857816,31.753028829281583,20.91163455434496,66.2933096489867,E - Very High,>25%,debt_consolidation,C,20-30,36 months,RENT,WI,0,0,9650,0.46,1472.4492779147588
55462049,2018-12-31,2015-08-01,Stage 1,No SICR proxy,No SICR proxy,0,0.0852319318273173,0.0852319318273173,0.0852319318273173,0.1379780449442886,0.32,6425.117447340079,0.1268999999999999,20,116.05046908637908,164.50061345356218,263.1349323993743,181.89167153493776,462.3636722215604,116.05046908637908,164.50061345356218,263.1349323993743,181.89167153493776,462.3636722215604,A - Low,<=10%,debt_consolidation,A-,00-10,60 months,OWN,NY,1,0,15850,0.32,432.2963582281535
95931993,2018-12-31,2017-01-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1913770585553211,0.1913770585553211,0.1913770585553211,0.480542109930361,0.38,22609.294722490675,0.1599,37,1073.753324443583,1522.6203078767226,2437.355336856714,1683.9740176067494,4289.583453022627,1073.753324443583,1522.6203078767226,2437.355336856714,1683.9740176067494,4289.583453022627,C - Watch,15-20%,debt_consolidation,B,20-30,60 months,MORTGAGE,SC,0,0,32000,0.38,2327.1450320327053
79092392,2018-12-31,2016-05-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.0569042812315484,0.32,1543.1675644497518,0.0839,5,19.272425141330743,27.54536937567894,44.7247893324302,30.599282729714524,80.94110996334754,19.272425141330743,27.54536937567894,44.7247893324302,30.599282729714524,80.94110996334754,B - Moderate,10-15%,other,A-,20-30,36 months,MORTGAGE,TX,0,0,10000,0.32,419.7500963285077
96403337,2018-12-31,2017-01-01,Stage 1,No SICR proxy,No SICR proxy,0,0.0852319318273173,0.0852319318273173,0.0852319318273173,0.091997775216158,0.28,2722.4176678335825,0.0799,13,44.00399971746955,62.371264791513504,99.75734439368092,68.96269493094876,175.2473305410685,44.00399971746955,62.371264791513504,99.75734439368092,68.96269493094876,175.2473305410685,A - Low,<=10%,debt_consolidation,A+,20-30,36 months,RENT,CA,0,0,7000,0.28,167.05458638154192
71097730,2018-12-31,2016-02-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.262622262566234,0.32,14760.959168049514,0.1531,26,405.5872885854014,575.0131242277924,920.0760232560872,635.8649736385074,1617.741079146998,405.5872885854014,575.0131242277924,920.0760232560872,635.8649736385074,1617.741079146998,B - Moderate,10-15%,debt_consolidation,A-,20-30,60 months,MORTGAGE,NY,0,0,28000,0.32,1175.3002697198217
119779244,2018-12-31,2017-10-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.3663824411545087,0.46,1711.257933449488,0.2145,22,175.15765376613805,243.9114360928964,377.8381059829387,267.0800362163932,623.1962710154544,110.67204510388794,156.98615623589492,251.45004403315613,173.65501151540917,443.14567134918,D - High,20-25%,other,C,10-20,36 months,MORTGAGE,TX,1,0,2500,0.46,253.38998005217127
111866798,2018-12-31,2017-06-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2056294882353393,0.2056294882353393,0.2056294882353393,0.2919976956859804,0.46,5388.22834839973,0.1042,18,479.6417139721528,672.5864707322393,1054.9904221115078,739.2457450630434,1782.7200111231969,341.46510757827366,484.1355586384578,774.7691088814953,535.3933785401896,1362.7650371454467,D - High,20-25%,debt_consolidation,C,00-10,36 months,MORTGAGE,MA,0,0,10000,0.46,945.8956458825612
74162249,2018-12-31,2016-03-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.0758985238933349,0.46,895.1052533016336,0.0839,3,21.21547264563672,30.838368432658807,51.74130554091931,34.62066834167062,101.05723738017736,21.21547264563672,30.838368432658807,51.74130554091931,34.62066834167062,101.05723738017736,E - Very High,>25%,debt_consolidation,C,20-30,36 months,MORTGAGE,NV,0,0,9600,0.46,1195.6155527100696
92145021,2018-12-31,2016-10-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.2313436608076404,0.46,3192.19053827885,0.1349,10,225.4600655520529,321.4449676184616,519.8256635131519,356.64240628217283,935.3113267867076,225.4600655520529,321.4449676184616,519.8256635131519,356.64240628217283,935.3113267867076,E - Very High,>25%,debt_consolidation,C,20-30,36 months,MORTGAGE,MO,0,0,10000,0.46,1245.4328674063224
94289742,2018-12-31,2016-12-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1913770585553211,0.1913770585553211,0.1913770585553211,0.1913770585553211,0.38,2678.8776123286834,0.1149,12,129.85545710634133,184.1119027619461,294.63683736578787,203.60466956456585,518.2338343622055,129.85545710634133,184.1119027619461,294.63683736578787,203.60466956456585,518.2338343622055,C - Watch,15-20%,credit_card,B,20-30,36 months,MORTGAGE,IN,0,0,7200,0.38,523.6076322073586
98908681,2018-12-31,2017-02-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2056294882353393,0.2056294882353393,0.2056294882353393,0.2355302593112027,0.46,5444.209144331646,0.1399,14,386.3840587624081,545.8723439928834,867.902414366114,602.4566188016197,1506.6766483132114,339.38014797561846,481.2430945928593,770.3313812813736,532.2357242724017,1355.6787242935266,D - High,20-25%,credit_card,C,00-10,36 months,RENT,NY,0,0,12400,0.46,1172.910600894376
90007244,2018-12-31,2016-09-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1462936758463045,0.1462936758463045,0.1462936758463045,0.1118601150453212,0.38,9609.519942180625,0.0859,9,277.5409779184378,394.9829399913619,636.3882948241231,437.7179843886136,1134.3354177835452,277.5409779184378,394.9829399913619,636.3882948241231,437.7179843886136,1134.3354177835452,B - Moderate,10-15%,home_improvement,B,10-20,36 months,MORTGAGE,IL,0,0,35000,0.38,1945.7058887558508
109766992,2018-12-31,2017-05-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.1806119433565675,0.32,3542.944799412512,0.0532,17,102.08809588415052,144.7011170674646,231.4417250584704,159.99431588771893,406.6051713917154,102.08809588415052,144.7011170674646,231.4417250584704,159.99431588771893,406.6051713917154,B - Moderate,10-15%,major_purchase,A-,20-30,36 months,RENT,MI,0,0,7200,0.32,302.2200693565256
104001477,2018-12-31,2017-03-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.1611828136222111,0.32,8025.275077583881,0.0799,15,228.21219047840071,323.4911005373047,517.464815325357,357.6926927254822,909.3058589091816,228.21219047840071,323.4911005373047,517.464815325357,357.6926927254822,909.3058589091816,B - Moderate,10-15%,debt_consolidation,A-,10-20,36 months,MORTGAGE,TX,0,0,18000,0.32,755.5501733913139
10093038,2018-12-31,2014-01-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2056294882353393,0.2056294882353393,0.2056294882353393,0.0190009363701005,0.38,896.9462031096919,0.1921999999999999,1,4.403980278593869,6.382084786682022,10.63625933224806,7.148912746860308,20.36613654825979,4.403980278593869,6.382084786682022,10.63625933224806,7.148912746860308,20.36613654825979,D - High,20-25%,debt_consolidation,B,20-30,60 months,MORTGAGE,NY,0,0,35000,0.38,2734.8721935300136
95930821,2018-12-31,2016-12-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.38,2634.247407967322,0.1274,12,179.74656906523384,254.92293500886413,408.1986971851424,281.96542066138915,719.0639217563696,179.74656906523384,254.92293500886413,408.1986971851424,281.96542066138915,719.0639217563696,E - Very High,>25%,other,B,30-40,36 months,MORTGAGE,NV,0,0,7000,0.38,720.1850928914822
126217420,2018-12-31,2018-01-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2496591956255188,0.2496591956255188,0.2496591956255188,0.4503047180717482,0.46,7405.01097870101,0.1505,25,972.6736468937936,1341.564590033038,2042.406914378104,1461.4415296484178,3254.630644550302,558.0627156909043,791.4934022496617,1267.4604361849692,875.4705577496749,2232.7989940492544,D - High,20-25%,debt_consolidation,C,10-20,36 months,MORTGAGE,AZ,0,0,10000,0.46,1148.4322998773866
107913443,2018-12-31,2017-05-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.3606410301714501,0.46,13800.395326365568,0.1399,17,1493.8606659161735,2092.518907204011,3274.734827014202,2298.274150963384,5500.630271195444,1133.501311718526,1607.6758133561032,2574.634728086037,1778.2893667929502,4536.664810351745,E - Very High,>25%,credit_card,C,20-30,36 months,MORTGAGE,FL,0,0,26325,0.46,3278.602023447144
68357246,2018-12-31,2016-01-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2056294882353393,0.2056294882353393,0.2056294882353393,0.0190009363701005,0.38,487.3365557525067,0.0649,1,2.4154310800026324,3.5003530837530645,5.833620893116905,3.92093173553146,11.170122499719936,2.4154310800026324,3.5003530837530645,5.833620893116905,3.92093173553146,11.170122499719936,D - High,20-25%,home_improvement,B,20-30,36 months,MORTGAGE,MI,0,0,16000,0.38,1250.2272884708634
69732773,2018-12-31,2016-01-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2056294882353393,0.2056294882353393,0.2056294882353393,0.3809655466004987,0.38,5789.340079237014,0.1077999999999999,25,547.0300216077436,757.9197946356369,1163.6057032998835,827.7078058475145,1886.7960852228969,302.56746363252773,428.9915633940983,686.5388149556849,474.41476132025934,1207.639695397603,D - High,20-25%,debt_consolidation,B,20-30,60 months,MORTGAGE,CA,0,0,12000,0.38,937.6704663531476
72947166,2018-12-31,2016-03-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1754251700680272,0.1754251700680272,0.1754251700680272,0.0470776381848538,0.38,517.1214176885142,0.1825,3,6.253914631728025,8.998093785940092,14.792447451601882,10.035055329223727,27.48235818976729,6.253914631728025,8.998093785940092,14.792447451601882,10.035055329223727,27.48235818976729,C - Watch,15-20%,major_purchase,B,10-20,36 months,MORTGAGE,FL,0,0,4900,0.38,326.64166666666665
70883653,2018-12-31,2016-02-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.4168291782174957,0.46,14742.879345666695,0.2588,26,1628.0886636306902,2253.715960482252,3454.9267432255347,2460.1745616403387,5589.417546269321,936.2641384912024,1328.28704845455,2128.210784051077,1469.4645458591797,3753.1526334908494,D - High,20-25%,home_improvement,C,10-20,60 months,MORTGAGE,CO,0,0,25000,0.46,2533.8998005217127
107743303,2018-12-31,2017-05-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.3814748809881884,0.32,12681.762635716004,0.1261999999999999,41,352.77480204080854,500.1103298377646,800.1399069743517,553.0173949523679,1406.562763896163,352.77480204080854,500.1103298377646,800.1399069743517,553.0173949523679,1406.562763896163,B - Moderate,10-15%,debt_consolidation,A-,20-30,60 months,MORTGAGE,MN,0,0,16950,0.32,711.4764132768206
60325549,2018-12-31,2015-09-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.3531031173555143,0.46,5000.204690307952,0.1153,21,531.8641360528231,741.0525721376578,1148.9816739454195,811.656582176873,1897.4760635795776,337.830390079426,479.0214252527324,766.7073487122378,529.7642508416128,1349.0861006244525,D - High,20-25%,credit_card,C,10-20,60 months,MORTGAGE,IL,0,0,12000,0.46,1216.271904250422
94636327,2018-12-31,2016-12-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.5260666801541685,0.38,15132.12044996498,0.2148999999999999,36,1727.941702433126,2354.5781915909724,3512.616652121167,2550.092333349844,5412.683546958649,808.3047579239077,1146.5663743176476,1836.4993478659424,1268.3103752456602,3236.5939136228417,D - High,20-25%,debt_consolidation,B,20-30,60 months,OWN,MI,0,0,21000,0.38,1758.3061224489795
73824495,2018-12-31,2016-03-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.0603276737180434,0.38,1138.8151136656488,0.0975,3,17.786115208936902,25.70837127921412,42.64454938035022,28.754077393956564,80.9031551856152,17.786115208936902,25.70837127921412,42.64454938035022,28.754077393956564,80.9031551856152,D - High,20-25%,debt_consolidation,B,20-30,36 months,RENT,UT,0,0,12000,0.38,1004.7463556851312
131158494,2018-12-31,2018-04-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1754251700680272,0.1754251700680272,0.1754251700680272,0.5664921293950764,0.38,18000.29910541184,0.1261,52,795.562749493802,1127.9587828253002,1805.0569389001012,1247.3739168442758,3174.709191562189,795.562749493802,1127.9587828253002,1805.0569389001012,1247.3739168442758,3174.709191562189,C - Watch,15-20%,debt_consolidation,B,10-20,60 months,MORTGAGE,TN,0,0,20000,0.38,1333.2312925170068
51106473,2018-12-31,2015-06-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2496591956255188,0.2496591956255188,0.2496591956255188,0.3500381790030513,0.46,5962.92607428398,0.1561,18,617.6460344240111,864.323221439785,1350.4336015608417,948.8492384176832,2262.3826332297067,448.2683746168336,635.7897835757366,1018.1739995068242,703.257626214673,1793.84548325663,D - High,20-25%,debt_consolidation,C,10-20,60 months,RENT,CA,0,0,15500,0.46,1780.0700648099494
120174240,2018-12-31,2017-10-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.3663824411545087,0.46,3999.4111877782607,0.1602,22,425.7288012855384,592.4321029772178,916.5476805755372,648.4555021230458,1507.618239951328,264.776384767164,375.5026306737405,601.2208628053784,415.3232518206635,1058.672688622289,D - High,20-25%,debt_consolidation,C,00-10,36 months,RENT,KS,0,0,6000,0.46,608.135952125211
139437720,2018-12-31,2018-08-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1462936758463045,0.1462936758463045,0.1462936758463045,0.344122605077819,0.38,5458.091121524629,0.1502,32,198.914653812772,282.0182996539517,451.2904162408606,311.870781924502,793.623704526148,198.914653812772,282.0182996539517,451.2904162408606,311.870781924502,793.623704526148,B - Moderate,10-15%,debt_consolidation,B,00-10,36 months,OWN,SC,0,0,6000,0.38,333.5495809295744
97328569,2018-12-31,2017-02-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.3317074291315068,0.3317074291315068,0.3317074291315068,0.3751231932162528,0.46,1790.9854481404109,0.1049,14,207.12828348139837,291.84398152801106,461.59151555972016,321.57351032894644,791.4903539532941,183.22244043764223,259.8702699617367,416.19725794360295,287.4548425285891,733.722708761891,E - Very High,>25%,debt_consolidation,C,20-30,36 months,RENT,CA,0,0,4200,0.46,640.8587530820712
74566219,2018-12-31,2016-03-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.3317074291315068,0.3317074291315068,0.3317074291315068,0.5961919942308875,0.46,19253.66341726432,0.1629,27,3357.515846134764,4561.93488877797,6756.260052416431,4929.853323291104,10184.815469387064,1919.3733635709275,2723.387328789263,4365.119011283901,3013.218154630172,7710.7579349841,E - Very High,>25%,credit_card,C,30-40,60 months,MORTGAGE,VA,1,0,35000,0.46,5340.48960901726
70592177,2018-12-31,2016-02-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2496591956255188,0.2496591956255188,0.2496591956255188,0.0467435319167945,0.46,607.9297317874862,0.1446,2,8.841144708447878,12.853965914317437,21.56778357288027,14.43049714807771,42.04823005347671,8.841144708447878,12.853965914317437,21.56778357288027,14.43049714807771,42.04823005347671,D - High,20-25%,credit_card,C,10-20,36 months,RENT,MI,0,0,9000,0.46,1033.589069889648
96824111,2018-12-31,2017-01-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1913770585553211,0.1913770585553211,0.1913770585553211,0.2055652548178455,0.38,2808.521848387346,0.1149,13,136.13980972369205,193.0219951353452,308.8957820518885,213.45811405273304,543.3137518793168,136.13980972369205,193.0219951353452,308.8957820518885,213.45811405273304,543.3137518793168,C - Watch,15-20%,debt_consolidation,B,10-20,36 months,RENT,OH,0,0,7000,0.38,509.0629757571543
102045338,2018-12-31,2017-03-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.1611828136222111,0.32,534.9883931444817,0.0799,15,15.213294485200263,21.56486630052012,34.49572349650406,23.844844827218125,60.6169976270949,15.213294485200263,21.56486630052012,34.49572349650406,23.844844827218125,60.6169976270949,B - Moderate,10-15%,credit_card,A-,10-20,36 months,RENT,MN,0,0,1200,0.32,50.37001155942093
51396150,2018-12-31,2015-07-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.3317074291315068,0.3317074291315068,0.3317074291315068,0.4717204052394421,0.38,9404.738235079,0.1655,19,1084.9586598037097,1506.4997977548971,2319.0677200606974,1646.4106076386688,3758.912110089359,773.6241578574893,1097.7096212920362,1759.4994709884957,1214.5442642009689,3108.3357577478287,E - Very High,>25%,debt_consolidation,B,30-40,60 months,RENT,MO,1,0,23000,0.38,2899.1229306093696
118266679,2018-12-31,2017-09-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1913770585553211,0.1913770585553211,0.1913770585553211,0.3104661318914834,0.38,5270.713462297732,0.2145,21,244.46852300583492,346.7256749251351,555.2069215477551,383.507413792895,977.7996026599474,244.46852300583492,346.7256749251351,555.2069215477551,383.507413792895,977.7996026599474,C - Watch,15-20%,credit_card,B,20-30,36 months,MORTGAGE,IL,0,0,8000,0.38,581.7862580081763
12918123,2018-12-31,2014-03-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.0345418255876018,0.32,1376.3892691253568,0.1099,3,10.436720207307488,14.953045037125856,24.386109065024304,16.633862319627713,44.522748740440974,10.436720207307488,14.953045037125856,24.386109065024304,16.633862319627713,44.522748740440974,B - Moderate,10-15%,credit_card,A-,20-30,60 months,RENT,RI,0,0,21500,0.32,902.4627071062916
73824149,2018-12-31,2016-03-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2496591956255188,0.2496591956255188,0.2496591956255188,0.0692894408387517,0.46,485.0727005061472,0.1147,3,10.472626746215283,15.186112289961486,25.3538102959908,17.021013959906885,48.88012249955625,10.472626746215283,15.186112289961486,25.3538102959908,17.021013959906885,48.88012249955625,D - High,20-25%,credit_card,C,10-20,36 months,OWN,MI,1,0,5000,0.46,574.2161499386933
95846105,2018-12-31,2016-12-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2496591956255188,0.2496591956255188,0.2496591956255188,0.2496591956255187,0.38,5576.164211034169,0.1139,12,352.9568950707899,500.5087164270104,801.2287332162254,553.555947420881,1410.4347154313582,352.9568950707899,500.5087164270104,801.2287332162254,553.555947420881,1410.4347154313582,D - High,20-25%,debt_consolidation,B,20-30,36 months,RENT,PA,0,0,15000,0.38,1423.0574150654577
90341608,2018-12-31,2016-09-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.2108510338612295,0.46,1929.9406294412936,0.0899,9,126.52706002300177,180.8506061437877,293.8590645806029,200.9541888348736,534.2142608391925,126.52706002300177,180.8506061437877,293.8590645806029,200.9541888348736,534.2142608391925,E - Very High,>25%,credit_card,C,20-30,36 months,MORTGAGE,AR,0,0,7000,0.46,871.8030071844257
65191487,2018-12-31,2015-11-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2496591956255188,0.2496591956255188,0.2496591956255188,0.4233500633532849,0.46,9447.414156333372,0.182,23,1144.7506547349526,1586.0220784589867,2434.045730723129,1731.837277966417,3938.886769798405,702.2321040460453,996.1092888712922,1595.558659754721,1101.8900538683622,2812.5079755700044,D - High,20-25%,debt_consolidation,C,10-20,60 months,RENT,CA,1,0,19200,0.46,2204.9900157645825
35958560,2018-12-31,2014-11-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1462936758463045,0.1462936758463045,0.1462936758463045,0.1349667713270161,0.38,6725.490008776767,0.1431,11,227.7403159712636,323.295229703698,518.5236913554329,357.7691080567665,915.9659334340328,227.7403159712636,323.295229703698,518.5236913554329,357.7691080567665,915.9659334340328,B - Moderate,10-15%,debt_consolidation,B,10-20,60 months,MORTGAGE,LA,0,0,28000,0.38,1556.5647110046807
